,id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations,profit,rating,Rated,rated
832,329004,The Survivalist,Drama-Science Fiction-Thriller,en,In a time of starvation a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm he finds his existence threatened.,8.683,BFI-K5 International-Northern Ireland Screen-The Fyzz-Goldcrest,2015-04-15,0.0,0.0,104.0,Released,Every Stranger Is The Enemy,6.3,241.0,Mia Goth-Martin McCann-Olwen Fouéré-Barry Ward-Andrew Simpson-Ryan McParland-Douglas Russell-Ciaran Flynn-Hussina Raja-Kieri Kennedy-Dexter Louca Godfrey-Caitlin Deeds-Lori Petty,pregnancy-post-apocalyptic future-knife-forest-rifle-survival-food-bow and arrow-seed-starvation-very little dialogue,/hd491WgKPxeQus2LnvFbYmyUFmt.jpg,/cxFBUuEHZEMkTJ7JI08aE5umSqq.jpg,310135-293646-244509-20766-395841-26748-182560-390062-376865-13510-565743-284303-296100-375366-8619-5176-220289-306947-68730-17431-398173,0.0,5.918768328445747,PG,PG
834,993,Sleuth,Mystery-Thriller-Crime-Comedy,en,A mystery novelist devises an insurance scam with his wife's lover – but things aren't exactly as they seem.,8.665,Palomar Pictures International,1972-12-10,3500000.0,5750000.0,138.0,Released,"If it was murder, where's the body?",7.7,506.0,Laurence Olivier-Michael Caine-Alec Cawthorne-John Matthews-Eve Channing-Teddy Martin,upper class-robbery-infidelity-romantic rivalry-author-game-english countryside-extramarital affair-two-hander,/jAREYLUnYGwPjbQr0vs1s38QLkH.jpg,/jpP8oOge5W47mHdgp3j3zEJnT6Q.jpg,4734-63230-4520-597094-6320-82795-10650-835504-776-93-17689-10651-845-58857-9529-576-1092-303-223-934433-9277,2250000.0,7.254455445544554,PG,PG
836,79697,Butter,Comedy,en,An adopted girl discovers her talent for butter carving and finds herself pitted against an ambitious local woman in their Iowa town's annual contest.,8.653,Michael De Luca Productions-Vandalia Films,2011-09-04,0.0,175706.0,90.0,Released,"A comedy about sex, power and spreading the wealth.",5.9,349.0,Hugh Jackman-Jennifer Garner-Ty Burrell-Olivia Wilde-Alicia Silverstone-Rob Corddry-Ashley Greene-Pruitt Taylor Vince-Kristen Schaal-Phyllis Smith-Yara Shahidi-Garrett Schenck-Judy Leavell-Joe Chrest-Deana Ricks-Kelly Tippens-Dodie Brown-Brett Hill-Mark Oliver-Cindy Creekmore-Jeanne Evans-Corena Chase-Jason Yudoff-Andrew Daly-Heather Cates-Gavin Casalegno,iowa-butter,/1rYC8s3fjg8zzh38yjFMsumvfF8.jpg,/hc0koGrLFb5vZpxeijNhcsvgaZx.jpg,9454-49526-502416-55721-72105-82695-114150-59967-2048-49538-49530-1771-49026-82690-559-122-70160-558-185-38-152601,175706.0,5.699554565701559,PG,PG
838,600881,The Son,Thriller,es,Painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.,8.643,INCAA-Buffalo Films,2019-05-02,0.0,0.0,92.0,Released,,5.4,129.0,Joaquín Furriel-Martina Gusman-Luciano Cáceres-Heidi Toini-Regina Lamm,,/vcytE1v9e4RGjdhDYobbkFUNJxB.jpg,/90kZ8H7qScKHOzWTqWqYUGQfmxR.jpg,612152-529962-405774-210577,0.0,5.225327510917031,PG,PG
839,13059,The Signal,Horror-Science Fiction-Thriller,en,A horror film told in three parts from three perspectives in which a mysterious transmission that turns people into killers invades every cell phone radio and television.,8.637,Shoreline Entertainment-Pop Films,2008-02-22,50000.0,249905.0,103.0,Released,Do you have the crazy?,5.887,238.0,Anessa Ramsey-Justin Welborn-AJ Bowen-Scott Poythress-Sahr Ngaujah-Lindsey Garrett-Chad McKnight-Christopher Thomas-Matthew Stanton-Suehyla El-Attar,,/qRs8osQJZLItwQER2bzuuK9A0sp.jpg,/cfZVznqNFGrnZdIEarlCWwR9qIS.jpg,16871-3021-8337-13460,199905.0,5.624573964497041,PG-13,PG-13
840,11506,The Silence,Drama-Romance,sv,Traveling through an unnamed European country on the brink of war sickly intellectual Ester her sister Anna and Anna's young son Johan check into a near-empty hotel. A basic inability to communicate among the three seems only to worsen during their stay. Anna provokes her sister by enjoying a dalliance with a local man while the boy left to himself has a series of enigmatic encounters that heighten the growing air of isolation.,8.636,SF Studios,1963-09-23,0.0,0.0,95.0,Released,BERGMAN at his most POWERFUL! SHOCKING! BOLD!,7.5,318.0,Ingrid Thulin-Gunnel Lindblom-Birger Malmsten-Håkan Jahnberg-Jörgen Lindström-Kotti Chave-Lissi Alandh-Leif Forstenberg-Eskil Kalling-Karl-Arne Bergman-Carl Andersson-Olof Huddén-Claes Esphagen,sibling relationship-hotel-travel-rage-desire-sister sister relationship,/jN2qIyZGfb3Q9UN8RSfpVrsZI6V.jpg,/mNpd8763X64KKGXnrdnBHdON9np.jpg,11602-11656-29455-10238-47735-614-18333-42602-26372-12761-133919-5961-797-490-42152-11700-48145-5781-11553-29453-60899,0.0,6.901913875598086,PG-13,PG-13
843,50512,Anna Karenina,Drama-Romance,en,Anna Karenina the wife of a Russian imperial minister creates a high-society scandal by an affair with Count Vronsky a dashing cavalry officer in 19th-century St. Petersburg.,8.619,Warner Bros. Pictures-Studio Trite-Icon Entertainment International,1997-04-04,35000000.0,858553.0,108.0,Released,"In a world of power and privilege, one woman dared to obey her heart.",6.2,110.0,Sophie Marceau-Sean Bean-Alfred Molina-Mia Kirshner-James Fox-Fiona Shaw-Danny Huston-Phyllida Law-David Schofield-Saskia Wickham-Jennifer Hall-Anna Calder-Marshall-Valerie Braddell-Petr Shelokhonov-Niall Buggy-Anthony Calf-Vernon Dobtcheff-Hamish Falconer-Stefan Gryff-Barbara Horne-Larissa Kouznetsova-Jeremy Sheffield-Justine Waddell-Mikhail Khmelyov-Yuliya Krasnova-Ludmila Kurepova-German Maksimov-Tatyana Zakharova-Sergei Shcherbin-Gelena Ivlieva-Vadim Sadovnikov-Sergei Parshin-Valeriy Kukhareshin-Nora Gryakalova-Oleg Kosminsky-Victor Gurianov-Igor Efimov-Konstantin Lukashov-Aleksandra Lavrova-Kseniya Rappoport-Lisa Rhyne,,/5KVz2HJEohKVTncd7b9pZHgGAFs.jpg,/teVi7XIrQDKMsIMCcZeM42vTKvc.jpg,,-34141447.0,5.628571428571429,PG-13,PG-13
846,26936,Boiling Point,Crime-Comedy-Drama,ja,Masaki a baseball player and gas-station attendant gets into trouble with the local Yakuza and goes to Okinawa to get a gun to defend himself. There he meets Uehara a tough gangster who is in serious debt to the yakuza and planning revenge.,8.59,Bandai Visual-Shochiku-Fuji Company,1990-09-15,0.0,0.0,96.0,Released,,6.8,162.0,Yurei Yanagi-Yuriko Ishida-Takeshi Kitano-Gadarukanaru Taka-Dankan-Makoto Ashikawa-Hisashi Igawa-Johnny Ohkura-Eri Fuse-Katsuo Tokashiki-Hitoshi Ozawa-Rasshâ Itamae-Tsumami Edamame-Bannai Matsuo-Rakkyo Ide-Meijin Serizawa-Kengakusha Akiyama-Naoko Shinohara-Etsushi Toyokawa-Kenji Shiiya-Makoto Tsugawa-Shinobu Tsuruta-Naotaka Hanai-Fumizou Tachibanaya-Jennifer Baer-Ronnie Santana-Bengal-Shû Minagawa-Gregory Marshall Smith,japan-gun-baseball-yakuza-gangster-police-okinawa-revenge-car crash-interracial relationship-gore-drinking-tragic event-yen,/e8fIvIJDydB0MW3wuWos0hsh08i.jpg,/ewCZBw1MlYg1Juk01IIo7vEra3C.jpg,7500-12622-23606-5910-246-327-4291-870-9696-45284-396535,0.0,6.112977099236642,PG,PG
847,463022,The Super,Thriller-Horror,en,A man becomes the superintendent of a large New York City apartment building where people mysteriously go missing.,8.578,Lionsgate-Fortress Features-Wolf Films,2018-11-08,2300000.0,0.0,90.0,Released,He has your keys,5.2,119.0,Val Kilmer-Patrick John Flueger-Louisa Krause-Mattea Conforti-Taylor Richardson-Paul Ben-Victor-Yul Vazquez-Andrea Lynn Green-Melissa Bolona-Colby Minifie-Kim Director-Okieriete Onaodowan-Amanda Warren-Luke Edwards-Alex Essoe-Travaris Spears-Waltrudis Buck-Justine J. Hall-Subhash Mandal-Talia Thiesfield-Stan Demidoff-Joseph Bessette-Frank Ferruccio-Bennie Road,new york city-apartment building,/mDBehHmeelcJm53shZto74BTFjA.jpg,/riaEAK98VmaHmK8VeHyrxlTCWdO.jpg,597722-521960-36600-43463-166775-216176-534094-892078-206994-483211-484380-679227-983212-928161-804584-653831-850669-405301-139132-804046-138997,-2300000.0,5.1086757990867575,PG-13,PG-13
850,13346,Lucas,Comedy-Drama-Romance,en,A socially inept fourteen year old experiences heartbreak for the first time when his two best friends -- Cappie an older-brother figure and Maggie the new girl with whom he is in love -- fall for each other.,8.567,20th Century Fox-Lawrence Gordon Productions,1986-03-28,6000000.0,8200000.0,108.0,Released,It's about falling in love.  For the first time.,6.7,185.0,Corey Haim-Kerri Green-Charlie Sheen-Winona Ryder-Courtney Thorne-Smith-Tom Hodges-Guy Boyd-Jeremy Piven-Kevin Wixted-Emily Seltzer-Erika Leigh-Annie Ryan-Jason Alderman-Tom Mackie,chicago illinois-american football-high school-bullying-outcast-bully-coming of age-american football team-cheerleading-teen movie-first love-young love-social outcast-1980s-teenage protagonist-80s throwback,/7qq4sxYj59Aq6wmnnIlot5iXaux.jpg,/kfvKmP666jRLN6tziA4y0g9AIil.jpg,227-10303,2200000.0,6.103508771929825,PG-13,PG-13
851,1566,The Bridge,Drama-History-War,de,"A group of German boys are ordered to protect a small bridge in their home village during the waning months of the second world war. Truckloads of defeated cynical Wehrmacht soldiers flee the approaching American troops but the boys full of enthusiasm for the ""blood and honor"" Nazi ideology stay to defend the useless bridge. The film is based on a West German anti-war novel of the same name written by Gregor Dorfmeister.",8.567,Fono Film,1959-10-21,0.0,0.0,103.0,Released,,7.4,132.0,Folker Bohnet-Fritz Wepper-Michael Hinz-Frank Glaubrecht-Karl Michael Balzer-Volker Lechtenbrink-Günther Hoffmann-Cordula Trantow-Wolfgang Stumpf-Günter Pfitzmann-Heinz Spitzner-Siegfried Schürenberg-Ruth Hausmeister-Eva Vaitl-Edith Schultze-Westrum-Hans Elwenspoek-Trude Breitschopf-Klaus Hellmold-Inge Benz-Til Kiwe-Edeltraut Elsner-Vicco von Bülow-Georg Lehn-Johannes Buzalski-Heini Göbel-Alexander Hunzinger,war crimes-small town-nazi-bridge-us army-firearm-dead soldier-steel helmet-teenage boy-american abroad-anti war-shot-children in wartime,/2QH1gG4IKuiF1ijxSN96lz3wtB8.jpg,/lcWezs3dPkI35SzhVM6KgNRpCXV.jpg,804413-8649-81481-721656-517302-776501-766475-882598-348-19995,0.0,6.365517241379311,PG,PG
854,18019,Julius Caesar,Drama-History,en,The assassination of the would be ruler of Rome at the hands of Brutus and company has tragic consequences for the idealist and the republic.,8.545,Metro-Goldwyn-Mayer,1953-06-04,0.0,0.0,120.0,Released,MGM's acclaimed production of William Shakespeare's Julius Caesar.,7.2,163.0,Marlon Brando-James Mason-John Gielgud-Louis Calhern-Edmond O'Brien-Greer Garson-Deborah Kerr-George Macready-Michael Pate-Richard Hale-Alan Napier-John Hoyt-Tom Powers-William Cottrell-Jack Raine-Ian Wolfe-Morgan Farley-Bill Phipps-Douglass Watson-Douglass Dumbrille-Michael Ansara-Dayton Lummis-Edmund Purdom-Paul Guilfoyle-John Doucette-Lawrence Dobkin-Jo Gilbert-John Hardy-Chester Stratton-Lumsden Hare-Vic Perry-Michael Tolan-Rhys Williams-John Lupton-John Parrish-Joe Waring-Stephen Roberts-Thomas Browne Henry-David Bond-Ann Tyrrell-John O'Malley-Oliver Blake-Alvin Hurwitz-Donald Elson,assassination-ancient rome-epic-conspiracy-1st century bc,/qitS37GjuCEfkJCiW8OVqlvIxws.jpg,/vd3aGU5Uhm6nAPYybKoN8UWHdYW.jpg,1810-426284-654-11620-406-28,0.0,6.363498098859315,PG,PG
856,22744,Jane Eyre,Drama-Romance,en,After a harsh childhood orphan Jane Eyre is hired by Edward Rochester the brooding lord of a mysterious manor house to care for his young daughter.,8.537,20th Century Fox,1943-12-24,0.0,0.0,97.0,Released,A love story every woman would die a thousand deaths to live!,6.8,104.0,Orson Welles-Joan Fontaine-Margaret O'Brien-Peggy Ann Garner-John Sutton-Sara Allgood-Henry Daniell-Agnes Moorehead-Aubrey Mather-Edith Barrett-Barbara Everest-Hillary Brooke-Elizabeth Taylor-Billy Bevan-Adele Jergens-Mae Marsh-Erskine Sanford-John Abbott-Harry Allen-Ted Billings-Ruth Brady-Colin Campbell-David Clyde-Charles Coleman-Alec Craig-Alan Edmiston-Jean Fenwick-Mary Forbes-Arthur Gould-Porter-Ethel Griffies-Ronald Harris-Brandon Hurst-Charles Irwin-George Kirby-Bud Lawler-Gwendolyn Logan-Thomas Louden-Moyna MacGill-Barry Macollum-Eily Malyon-Nelson McDowell-Mary Menzies-John Meredith-Roseanne Murray-Tempe Pigott-Nancy June Robinson-Marion Rosamond-Billie Seward-Yorke Sherwood-Ivan F. Simpson-Gerald Oliver Smith-Betta St. John-Leslie Vincent-Dan Wallace-Frederick Worlock-Eustace Wyatt,love triangle-based on novel or book-riding accident-yorkshire-orphan-moor (terrain)-gothic-discipline-governess-19th century,/v4171t7fmwu7jnRJaO6jmLOYdVB.jpg,/ojfWymbGbNKFmdC6AKAxHdCsoHZ.jpg,,0.0,5.917647058823529,PG-13,PG-13
857,485166,Amanda,Drama,fr,David who gets by doing odd jobs meets Léna who has just moved up to Paris and falls in love. But soon after his life is brutally interrupted by the sudden death of his sister. Beyond the shock and the pain David now finds himself alone with his young niece Amanda to care for.,8.537,ARTE France Cinéma-Pyramide Films-MK2 Films-Nord-Ouest Films,2018-11-21,0.0,0.0,107.0,Released,,7.1,232.0,Vincent Lacoste-Isaure Multrier-Stacy Martin-Ophélia Kolb-Marianne Basler-Jonathan Cohen-Greta Scacchi-Claire Tran-Nabiha Akkari-Bakary Sangaré-Elli Medeiros-Zoé Bruneau-Lily Bensliman-Raphaël Thiéry-Leah Lapiower-Luke Haines-Lawrence Valin-Carole Rochet-Jeanne Candel-Lisa Wisznia-Missia Piccoli-David Olivier Fischer-Christopher Koderisch-Lennart Zynga-Chiara Vergne,,/yVFYLDg6T8Qo7Kain3sLoVScq6I.jpg,/ipTzZ2ZpQZNTw9hVos0Q0M0AjD4.jpg,595867-463858-380623-559401-664506-669664-484482-851303-489418-519106-592480-712150-451713-570131-583268-471856-566454-509364-612368-542828-271724,0.0,6.467469879518072,PG,PG
858,35172,The Son,Mystery-Drama,fr,A joinery instructor at a rehab center refuses to take a new teen as his apprentice but then begins to follow the boy through the hallways and streets.,8.535,RTBF-Les Films du Fleuve-Archipel 33>35,2002-05-23,0.0,0.0,103.0,Released,,7.38,121.0,Olivier Gourmet-Morgan Marinne-Isabella Soupart-Nassim Hassaïni-Pierre Nisse-Anne Gerard,moral conflict-gay,/mbAG0JOVgcOIH8LVVynw87ONgej.jpg,/sMyrnUx8P6nZQ70lJnCipigD8hn.jpg,11489-49479-24183-340481-49133-1689-63831-11490-11360-8392-129,0.0,6.303076923076923,PG,PG
859,436334,Django,Drama-History-Music,fr,The story of Django Reinhardt famous guitarist and composer and his flight from German-occupied Paris in 1943.,8.532,France 2 Cinéma-Canal+-CNC-Fidélité Films-France Télévisions-Pathé-Ciné+-La Région Île-de-France-Arches Films-Moana Films-Curiosa Films-Auvergne-Rhône-Alpes Cinéma,2017-04-26,0.0,11722.0,117.0,Released,,6.3,113.0,Reda Kateb-Cécile de France-Bea Palya-Bimbam Merstein-Gabriel Mireté-Johnny Montreuil-Vincent Frade-Raphaël Dever-Patrick Mille-Xavier Beauvois-Esther Comar-Jan Henrik Stahlberg-Hugues Jourdain-Ulrich Brandhoff-Àlex Brendemühl-Jean-Louis Coulloc'h-Clémence Boisnard-Gilles Treton-Robert Schupp-Antoine Laurent-Aloïse Sauvage-Stéphane Benazet-Pierre-Marie Rochefort-Schneider-Dominique Engelhardt-Jina Djemba-Jérôme Etcheberry-Pierre-François Garel-Kevin Boise-Maximilien Poullein-Béatrice Michel-Rocky Gresset-Angélique Baudrin-Dan Gharibian-Jean Baptiste Yar-Alexandre Sauty-Nicolas de Lavergne-Adolf Hitler,,/snZ8Blip3oKY5V19tWded4eoYA0.jpg,/xxkg8Z26EHpcrPyynsSapieY26v.jpg,,11722.0,5.689671361502347,PG,PG
861,13168,Smiley Face,Comedy,en,Jane a struggling but perpetually stoned actress has a busy day ahead. She has several important tasks on her list including buying more marijuana. Even though she already has a good start on the day's planned drug use she eats her roommate's pot-laced cupcakes and embarks on a series of misadventures all over Los Angeles.,8.525,Desperate Pictures-Anonymous Content-ApolloProMovie & Co. 3. Filmproduktion,2007-11-16,0.0,179381.0,84.0,Released,High. How are you?,6.0,219.0,Anna Faris-John Krasinski-Adam Brody-Jane Lynch-Roscoe Lee Browne-Danny Masterson-Brian Posehn-Danny Trejo-John Cho-Carrot Top-William Zabka-Dylan Haggerty-Davenia McFadden-Ben Falcone-Richard Riehle-Rick Hoffman-Matthew J. Evans-Joey Diaz-Jim Rash-Jayma Mays-Kai Cofer-Michael Shamus Wiles-Marion Ross-Michael Hitchcock-Robert Michael Morris-Natashia Williams-Chad Mountain-Dave Allen-James C. Mathis III-David Goldman-Sam Nainoa-Hans Ritter,hippie-roommate-drug dealer-flashback-stoned-marijuana-grass-drugs-desire-audition-stoner-misadventure-ferris wheel-tripping-high-cupcake-pot-paranoid-stoner movie,/kAEDZeYoMUorx1Clel4c9kd8QDJ.jpg,/5OHfUjA9uSxLuxODynixGFpsoOL.jpg,46837-33247-11171-13552-157825-8363-2503-37686-19913-620-5915-115-16869-771-44214-539-1949-641-62211-10193-23483,179381.0,5.686520376175549,PG,PG
862,174733,Metro,Action-Thriller,ru,Terror strikes the underground train system in Moscow in the form of a flood from a collapsed tunnel. The film follows a diverse group of Moscow citizens who find themselves trapped in the city’s underground rail network their train derailed and virtually crushed after an aging tunnel collapses. Amongst this band of survivors is softly spoken surgeon Andrey (Sergei Puskepalis) whose wife is having an affair with the conceited businessman Vlad (Anatoly Beliy). Fate brings these two men together on the same doomed train but there is little time to resolve their differences as the tunnel begins to quickly fill with water forcing them to work together with the others and find a way back to the surface.,8.525,Profit,2013-02-21,13000000.0,4463059.0,130.0,Released,,6.8,294.0,Sergey Puskepalis-Anatoliy Belyy-Svetlana Khodchenkova-Katerina Shpitsa-Stanislav Duzhnikov-Ivan Makarevich-Aleksey Bardukov-Anfisa Vistingauzen-Anatoliy Kotenyov-Elena Panova-Sergey Sosnovsky-Yaroslav Zhalnin-Aleksandr Luchinin-Tamara Spiricheva-Kirill Pletnev-Vladimir Sterzhakov-Mikhail Fateev-Aleksandr Yakovlev-Aleksandr Fisenko-Maksim Linnikov-Ivan Lapin-Oleg Zabolotnyy-Dmitriy Orlov-Dmitriy Vysotskiy-Aleksandr Zhurman-Ekaterina Direktorenko-Aleksandr Armer-Karen Martirosyan-Sergey Afanasyev-Валентин Варецкий-Alexandr Vdovin-Aleksey Gavrilov-Elena Golyanova-Sergei Guryev-Aleksandr Ilin-Elena Katysheva-Tatyana Zhukova-Kirtbaya-Svetlana Kolpakova-Liliya Kondrova-Nataliya Makhrova-Alya Nikulina-Alexey Ovsyannikov-Denis Paramonov-Natalya Pikula-Tatyana Pletneva-Lyubov Selyutina-Vyacheslav Stepanyan-Alexander Taranzhin-Alexey Fateev-Dmitriy Filippov-Eduard Chemodakov-Vadim Chibisov-Mikhail Shkamaridin-Vladimir Yumatov-Tatyana Yastrebova-Nikolay Sorokanov-Ekaterina Solomatina-Aleksandr Sibirtsev-Igor Emelin-Egor Sheremetyev-Yury Skulyabin-Vyacheslav Ivanov,train accident-subway accident-train-catastrophe-metpo,/cMjZvw40XeP021vZNdahaqbpbv4.jpg,/nxZvEaYnqa95QRkx529eR9FXy1D.jpg,142770-855096-584006-444218-92982-576917-440630-115929-517024-14836-818647-403119-132232-28178-49524-613504-57800-225574-296-158015-49530,-8536941.0,6.343147208121827,PG-13,PG-13
863,389165,Code 8,Science Fiction-Action,en,In Lincoln City 4% of people have extraordinary abilities. Most live below the poverty line under the close surveillance of a heavily militarized police force. Taylor a construction worker with powers is forced to fight after committing a misdemeanor…,8.522,,2016-03-22,0.0,0.0,11.0,Released,,6.5,139.0,Robbie Amell-Sung Kang-Aaron Abrams-Stephen Amell-Chad Donella-Alfred Rubin Thompson-Christine Pagulayan-Jack Horan-Phyllis Politowicz-Jeff Sinisac-Peter Huang-Ryan Freer-Patrice Henry-Italia Ricci-Tonya Dodds Sinisac,dystopia-superhero-co-workers relationship-super power-robot cop-combat drone-short film,/z1fXSh5rIrzBCOJt72MvxmSvrAn.jpg,/mJs5NhgNCQmJw6ALd6V5OHLLBIz.jpg,461130-532639-5559-808-45612-640-9741-274870-953-1724-10681-99861-11-348-78-1771-100402-271110-102899-429617-283995,0.0,5.872384937238493,PG-13,PG-13
869,369778,Chocolat,Comedy-Drama,fr,The history of the clown Chocolate the first black circus artist in France which has a great success in the late 19th century.,8.486,Gaumont-M6 Films-Mandarin Cinéma,2016-02-03,18500000.0,0.0,119.0,Released,The true story of the first black artist.,6.875,650.0,Omar Sy-James Thierrée-Clotilde Hesme-Olivier Gourmet-Frédéric Pierrot-Noémie Lvovsky-Alice de Lencquesaing-Alex Descas-Olivier Rabourdin-Thibault de Montalembert-Héléna Soubeyrand-Xavier Beauvois-Krystoff Fluder-Antonin Maurel-Mick Holsbeke-Wilfred Benaïche-John Arnold-Olympe-Timothé Vom Dorp-Clovis Fouin-Cédric Appietto-Hocine Choutri-Dan Herzberg-Eric Kailey-Bô Gaultier de Kermoal-Matthieu Rozé-Stefan Godin-Denis Podalydès-Bruno Podalydès-Fernando Echevarría-Phénix Brossard-Luc Antoni-Achille Potier-Anne-Lise Kedvès-Isabelle Mazin-Jean-Gilles Barbier-Pierre Alloggia-Jean-Pol Brissart-Luis Francisco Cruz-Linnett Hernández Valdés-Andy Gillet-Marie-Pierre Bellefleur-Vincent Nemeth-Jérémy Alberti-Yvonnick Muller-Claire Morin-Serge Massot-Félix Kysyl-Thierry Nenez-Félix Bossuet-Marina Pastor-Raphaël Caduc-Lilly Rose Debos-Stéphane Varupenne-Cyprien Craipeau-Anthony Ursin-Michel Amsellem-Michèle Clément-Roman Kossowski-Delphine Montaigne-Agathe Anquez-Rafaël de Ferran-Geoffroy de La Taille-Blandine Laignel-Romain Ogerau-David Benhamou-Mikael Buxton-Alexia Giordano-Elise Lissague-Julia Effertz,,/zDyyy24J9q0pqmOzqM6w51S2Ntq.jpg,/6I24uUUfHighbLZH89kLBsJkdOH.jpg,730769-382591-691214-273169-190880-381356-304410-202980-369780-17684-329805-44269-256913-438348-8265-172106-39385-252607-352157-19100-86868,-18500000.0,6.625000000000001,PG,PG
870,50363,Summertime,Drama-Romance-Comedy,en,Middle-aged Ohio secretary Jane Hudson has never found love and has nearly resigned herself to spending the rest of her life alone. But before she does she uses her savings to finance a summer in romantic Venice where she finally meets the man of her dreams the elegant Renato Di Rossi.,8.483,London Films Productions-United Artists,1955-01-01,1100000.0,2000000.0,100.0,Released,All the pent-up yearning of her life was finally fulfilled ... amid the splendor of the world's most fabulous city!,6.9,111.0,Katharine Hepburn-Rossano Brazzi-Isa Miranda-Darren McGavin-Mari Aldon-Jane Rose-MacDonald Parke-Jeremy Spenser-Gaetano Autiero-Virginia Simeon-André Morell-Tanya Lopert,venice italy-gondola-longing-sightseeing-vacation-love-loneliness-young boy-attraction-canal-american tourist-lonely woman,/3mlLfrbP9oYkSXvUPJhk24VdYM8.jpg,/irw2E81Cbv2OFR4LNbmUMdLd3Ko.jpg,851-947,900000.0,5.999526066350711,PG-13,PG-13
872,10443,Fearless,Drama,en,After a terrible air disaster survivor Max Klein emerges a changed person. Unable to connect to his former life or to wife Laura he feels godlike and invulnerable. When psychologist Bill Perlman is unable to help Max he has Max meet another survivor Carla Rodrigo who is wracked with grief and guilt since her baby died in the crash which she and Max survived.,8.479,Warner Bros. Pictures-Spring Creek Productions,1993-10-15,0.0,6995302.0,122.0,Released,Some people are afraid of nothing.,6.9,251.0,Jeff Bridges-Isabella Rossellini-Rosie Perez-Tom Hulce-John Turturro-Benicio del Toro-Deirdre O'Connell-John de Lancie-Spencer Vrooman-Daniel Cerny-Eve Roberts-Robin Pearson Rose-Debra Monk-David Carpenter-Cynthia Mace-Randle Mell-Kathryn Rossetter-Craig Rovere-Doug Ballard-Molly Cleator-Rance Howard-Schylar Gholson-Trevor Gholson-Anne Kerry Ford-Michael Mulholland-Cliff Gober Jr.-Sally Murphy-Steven Culp-John Towey-Stephanie Erb-Cordis Heard-Paul Ghiringhelli-Ryan Tomlinson-Eric Menyuk-Don Amendolia-Rondi Reed-Elsa Raven-William Newman-Jeanine Jackson-Don Boughton-Rome Owens-Kevin Brophy-Joe Paulino-Michael Ching-Roger Hernandez-Antoinette Peragine-Ramoncita Hernández-Isabel R. Martínez-I. Rodrigo Martinez-Mel Gabel-Jama Smith-Donna Keegan-Trisha Brittenham-Jama Smith-Linda Lee-Daryl Hemmerich-Gerald L. Kersey-Randy Danekas-Gene DeAngelis-Danielle Clegg-Joan Murphy-Shannon Ratigan-Adelaide M. Wolf-Loyd Catlett-Rebecca Hardt-Suzanne Q. Burdeau-Maria J. Rockwell-Richard Blum-Ashley Cemo-Norman Fessler-Lisbeth Rasmussen-Ken Mofhitz-James E. Flannigan-Lavina Wilkerson-Robert 'Bobby Z' Zajonc-Michael Tamburro-Tory Christopher-Brian Danker-Ryal Haakenson-Marshal Hilton-Matthew Parrott-Ron Roggé,grief-disaster-guilt-mental health-plane crash,/yiCAa85nJJDFiq0LmZ2Fgvu4RgY.jpg,/bTlaFX8RjtAueDoCQXCoSPTM0IL.jpg,,6995302.0,6.358689458689459,PG,PG
873,165739,Pawn,Crime-Thriller,en,A petty robbery spirals into a tense hostage situation after three gunmen hold up a diner that's a front for the mob.,8.477,Imprint Entertainment-Most Films-Extravaganza Entertainment-42 Films,2013-04-23,83000000.0,0.0,88.0,Released,Every move is a game changer,5.621,141.0,Sean Faris-Forest Whitaker-Nikki Reed-Ray Liotta-Michael Chiklis-Jonathan Bennett-Stephen Lang-Marton Csokas-Common-Jessica Szohr-Rachel Konstantin-Max Beesley-Gabriel Jarret-Jordan Belfi-Deborah Twiss-Ronald Guttman-Stephen Crain,hostage-criminal past-hostage negotiator,/5JNd5ij9V85rDhcGiMij7AOd06k.jpg,/5iN9EeNeP7cXj4cxiTyhqqRwSXD.jpg,,-83000000.0,5.363323651452283,PG,PG
878,293299,Feast,Animation-Comedy-Drama-Family,en,This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog Winston and revealed bite by bite through the meals they share.,8.458,Walt Disney Animation Studios,2014-10-25,0.0,0.0,6.0,Released,Pet is not just a pet,7.8,786.0,Stephen Apostolina-Kirk Baily-Ben Bledsoe-David Cowgill-Terri Douglas-Fuschia!-Jackie Gonneau-Katie Lowes-Brandon Scott-Adam Shapiro-Tommy Snider-Mark Allan Stewart,cake-romance-food-dog-organic food-ice cream-fast food-health food-short film,/6hAgSxgd2YIK5pYhwowtnlGpwbe.jpg,/2xyyn4Rc9kbkaojG9am1FInCmxr.jpg,50415-140420-234567-200481-18506-76346-286192-245003-38580-24480-352812-40619-83564-13930-88212-13929-197725-13042-399106-105325-13933,0.0,7.483972911963883,PG,PG
